"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"34260","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"36767","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"15140","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"13362","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"37051","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"11901","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"10188","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"13361","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"30945","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"41684","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"41683","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"41821","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"35886","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"50620","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"65429","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"37105","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"65633","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"63999","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"64001","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"62307","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"63140","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"67672","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"68677","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"68678","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"73932","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"73934","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"77569","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"66928","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"67414","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"75146","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"70790","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"70837","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"77969","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"77936","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"80466","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76164","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76166","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76387","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76388","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"11430","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"11936","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"75299","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"14316","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76356","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76366","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76376","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"79002","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"75572","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76431","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"76432","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"81710","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"75727","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"75728","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"78612","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"82423","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"87843","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"88979","","7366","NOVARTIS CONSUMER HEALTH CANADA INC.","DIN OWNER","Y","N","Y","N","500","7125 MISSISSAUGA ROAD","MISSISSAUGA","ONTARIO","CANADA","L5N 0C2",""
"4494","QCM08","4981","QUALITY CHEMICAL MANUFACTURING","DIN OWNER","Y","Y","Y","N","","215 DOLOMITE DRIVE","DOWNSVIEW","ONTARIO","CANADA","M3J 2N1",""
"19094","QGT95","4984","SIGMA-TAU PHARMACEUTICALS INC","DIN OWNER","Y","Y","Y","N","UNIT 16","2000 ELLESMERE ROAD","SCARBOROUGH","ONTARIO","CANADA","M1H 2W4",""
"18903","QGT95","4984","SIGMA-TAU PHARMACEUTICALS INC","DIN OWNER","Y","Y","Y","N","UNIT 16","2000 ELLESMERE ROAD","SCARBOROUGH","ONTARIO","CANADA","M1H 2W4",""
"18931","QGT95","4984","SIGMA-TAU PHARMACEUTICALS INC","DIN OWNER","Y","Y","Y","N","UNIT 16","2000 ELLESMERE ROAD","SCARBOROUGH","ONTARIO","CANADA","M1H 2W4",""
"938","QGT95","4984","SIGMA-TAU PHARMACEUTICALS INC","DIN OWNER","Y","Y","Y","N","UNIT 16","2000 ELLESMERE ROAD","SCARBOROUGH","ONTARIO","CANADA","M1H 2W4",""
"50926","QGT95","4984","SIGMA-TAU PHARMACEUTICALS INC","DIN OWNER","Y","Y","Y","N","UNIT 16","2000 ELLESMERE ROAD","SCARBOROUGH","ONTARIO","CANADA","M1H 2W4",""
"18770","QNB07","4987","PRODUITS SANITECH","DIN OWNER","Y","Y","Y","N","","12890 -2E AVENUE","ST.GEORGES DE BEAUCE","QUEBEC","CANADA","G5Y 1Y3",""
"18771","QNB07","4987","PRODUITS SANITECH","DIN OWNER","Y","Y","Y","N","","12890 -2E AVENUE","ST.GEORGES DE BEAUCE","QUEBEC","CANADA","G5Y 1Y3",""
"80406","QNB07","4987","PRODUITS SANITECH","DIN OWNER","Y","Y","Y","N","","12890 -2E AVENUE","ST.GEORGES DE BEAUCE","QUEBEC","CANADA","G5Y 1Y3",""
"13858","PPF95","4944","PROFESSIONAL PET PRODUCTS INC.","DIN OWNER","Y","Y","Y","N","","1873 NW 97 AVENUE","MIAMI","FLORIDA","UNITED STATES","33172",""
"13859","PPF95","4944","PROFESSIONAL PET PRODUCTS INC.","DIN OWNER","Y","Y","Y","N","","1873 NW 97 AVENUE","MIAMI","FLORIDA","UNITED STATES","33172",""
"13246","PPF95","4944","PROFESSIONAL PET PRODUCTS INC.","DIN OWNER","Y","Y","Y","N","","1873 NW 97 AVENUE","MIAMI","FLORIDA","UNITED STATES","33172",""
"80037","PCR95","4893","PHARMACAL RESEARCH LABS INC","DIN OWNER","Y","N","N","N","","562 CAPTAIN NEVILLE DR.","WATERBURY","CONNECTICUT","UNITED STATES","06705",""
"80036","PCR95","4893","PHARMACAL RESEARCH LABS INC","DIN OWNER","Y","N","N","N","","562 CAPTAIN NEVILLE DR.","WATERBURY","CONNECTICUT","UNITED STATES","06705",""
"50583","","7482","MCCUAIG SOLUTIONS CORP.","DIN OWNER","Y","Y","Y","N","","1687 DUBLIN AVE","WINNIPEG","MANITOBA","CANADA","R3H 0H2",""
"61784","","7482","MCCUAIG SOLUTIONS CORP.","DIN OWNER","Y","Y","Y","N","","1687 DUBLIN AVE","WINNIPEG","MANITOBA","CANADA","R3H 0H2",""
"16238","CIG08","3904","CHEMICAL INTERNATIONAL INC.","DIN OWNER","Y","N","N","N","","10770-180 STREET","EDMONTON","ALBERTA","CANADA","T5S 2S4",""
"60867","CIG08","3904","CHEMICAL INTERNATIONAL INC.","DIN OWNER","Y","N","N","N","","10770-180 STREET","EDMONTON","ALBERTA","CANADA","T5S 2S4",""
"74691","CIG08","3904","CHEMICAL INTERNATIONAL INC.","DIN OWNER","Y","N","N","N","","10770-180 STREET","EDMONTON","ALBERTA","CANADA","T5S 2S4",""
"79744","","7194","WECAN SALES LTD","DIN OWNER","Y","Y","Y","","","3768 MOUNTAIN ST","BEAMSVILLE","ONTARIO","CANADA","L0R 1B2",""
"79745","","7194","WECAN SALES LTD","DIN OWNER","Y","Y","Y","","","3768 MOUNTAIN ST","BEAMSVILLE","ONTARIO","CANADA","L0R 1B2",""
"87211","","7194","WECAN SALES LTD","DIN OWNER","Y","Y","Y","","","3768 MOUNTAIN ST","BEAMSVILLE","ONTARIO","CANADA","L0R 1B2",""
"48981","","7206","UNITROL, INFECTION CONTROL DIVISION OF MINNTECH INC.","DIN OWNER","Y","N","Y","N","","14605 28TH AVENUE NORTH","MINNEAPOLIS","MINNESOTA","UNITED STATES","55447",""
"48111","","7139","NOVAX 9015-9393 QUEBEC INC.","DIN OWNER","Y","Y","Y","N","","1058 ANTHYME-LAROUCHE","CHICOUTIMI","QUEBEC","CANADA","G7H 1L9",""
"4088","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"3630","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"2587","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"6818","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"4989","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"753","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"531","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"457","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"236","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"91778","ORV08","4863","ORMOND VETERINARY SUPPLY LTD.","DIN OWNER","Y","Y","Y","N","","574 SHAVER ROAD","ANCASTER","ONTARIO","CANADA","L9G 3K9",""
"3890","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"3774","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"12639","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"7269","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"7270","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"5849","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"2430","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"70553","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"84389","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"83718","OTM10","4869","OSTREM CHEMICAL CO LTD.","DIN OWNER","Y","Y","Y","N","","2310 80TH AVENUE","EDMONTON","ALBERTA","CANADA","T6P 1N2",""
"10873","PCN10","4884","PACE CHEMICALS LTD.","DIN OWNER","Y","Y","Y","N","","8321 WILLARD STREET","BURNABY","BRITISH COLUMBIA","CANADA","V3N 2X3",""
"4830","PCN10","4884","PACE CHEMICALS LTD.","DIN OWNER","Y","Y","Y","N","","8321 WILLARD STREET","BURNABY","BRITISH COLUMBIA","CANADA","V3N 2X3",""
"4791","PCN10","4884","PACE CHEMICALS LTD.","DIN OWNER","Y","Y","Y","N","","8321 WILLARD STREET","BURNABY","BRITISH COLUMBIA","CANADA","V3N 2X3",""
"18637","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"3326","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"6514","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"6404","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"5141","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"5076","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"230","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"231","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"233","MTC08","4671","MTC PHARMACEUTICALS","DIN OWNER","Y","N","N","N","","420 BEAVERDALE ROAD","CAMBRIDGE","ONTARIO","CANADA","N3C 2W4",""
"62391","MPO07","4644","PRODUITS SANITAIRES MONTCALM LTEE","DIN OWNER","Y","Y","Y","N","","3800 3E AVENUE","RAWDON","QUEBEC","CANADA","J0K 1S0",""
"63668","AVV95","5575","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIN OWNER","Y","Y","Y","N","","7711 MERRIMAC AVENUE","NILES","ILLINOIS","UNITED STATES","60714-3423",""
"62521","AVV95","5575","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIN OWNER","Y","Y","Y","N","","7711 MERRIMAC AVENUE","NILES","ILLINOIS","UNITED STATES","60714-3423",""
"71204","AVV95","5575","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIN OWNER","Y","Y","Y","N","","7711 MERRIMAC AVENUE","NILES","ILLINOIS","UNITED STATES","60714-3423",""
"66725","AVV95","5575","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIN OWNER","Y","Y","Y","N","","7711 MERRIMAC AVENUE","NILES","ILLINOIS","UNITED STATES","60714-3423",""
"77934","AVV95","5575","ALVA-AMCO PHARMACAL COMPANIES, INC.","DIN OWNER","Y","Y","Y","N","","7711 MERRIMAC AVENUE","NILES","ILLINOIS","UNITED STATES","60714-3423",""
"87473","","8031","MULTALER & CIE","DIN OWNER","Y","Y","N","","","1, RUE AMBROISE CROIZAT","ARGENTEUIL","VAL-D'OISE","FRANCE","95100",""
"87799","","8031","MULTALER & CIE","DIN OWNER","Y","Y","N","","","1, RUE AMBROISE CROIZAT","ARGENTEUIL","VAL-D'OISE","FRANCE","95100",""
"87856","","8031","MULTALER & CIE","DIN OWNER","Y","Y","N","","","1, RUE AMBROISE CROIZAT","ARGENTEUIL","VAL-D'OISE","FRANCE","95100",""
"64976","INO08","4383","INNO-VITE INCORPORATED","DIN OWNER","Y","Y","N","N","","97 SARAMIA CRESCENT","CONCORD","ONTARIO","CANADA","L4K 4P7",""
"70433","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"80740","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"72574","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"72575","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"72615","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"74536","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"72833","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"72834","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"76976","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"79490","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"76314","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"76315","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"89703","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"88474","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"84939","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"90148","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"90287","JAS08","4406","S.C. JOHNSON AND SON LTD","DIN OWNER","Y","Y","Y","N","","1 WEBSTER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5R1",""
"19635","JFM08","4409","JONES FEED MILL LTD.","DIN OWNER","Y","Y","Y","N","","1024 ALFRED STREET","LINWOOD","ONTARIO","CANADA","N0B 2A0",""
"3594","HWS08","4362","HAWCO PRODUCTS LTD.","DIN OWNER","Y","Y","Y","N","","61 SHAVER STREET","BRANTFORD","ONTARIO","CANADA","N3T 5V6","1507"
